placeOfUse,entryAmount,memo,category
요기요,104589,주말 장보기,식비
쿠팡이츠,101398,주유,식비
G마켓,16063,주유,쇼핑
맘스터치 사당점,77360,식재료 구매,식비
다이소 신촌점,134753,스낵 구입,생활
쿠팡,59321,편의점 간식,쇼핑
롯데백화점 본점,21049,편의점 간식,쇼핑
BBQ치킨 역삼점,12258,스낵 구입,식비
현대백화점 무역센터점,131787,아메리카노,쇼핑
CGV 압구정,57483,아메리카노,여가/취미
메가커피 신촌점,130120,티켓 구매,카페
이디야커피 잠실점,82023,옷 구매,카페
G마켓,4079,도서 구매,쇼핑
메가커피 신촌점,5262,아메리카노,카페
메가박스 강남,59627,생활용품 구매,여가/취미
하나로마트 양재,143319,티켓 구매,마트
bhc치킨 대치점,88511,아메리카노,식비
ABC마트 강남점,53016,편의점 간식,쇼핑
G마켓,15304,치킨 세트,쇼핑
롯데시네마 월드타워,12799,점심 식사,여가/취미
ABC마트 강남점,11340,화장품 구매,쇼핑
메가박스 강남,55002,식재료 구매,여가/취미
YES24,3378,주말 장보기,여가/취미
코스트코 양재점,31252,옷 구매,마트
하나로마트 양재,46149,티켓 구매,마트
롯데백화점 본점,136041,식재료 구매,쇼핑
이디야커피 잠실점,113068,화장품 구매,카페
이디야커피 잠실점,133914,스낵 구입,카페
쿠팡이츠,84871,지하철 요금,식비
이마트 용산점,42564,편의점 간식,마트
롯데백화점 본점,126104,택시요금,쇼핑
하나로마트 양재,78708,저녁 배달,마트
bhc치킨 대치점,7540,화장품 구매,식비
bhc치킨 대치점,143592,아메리카노,식비
이마트 용산점,76102,화장품 구매,마트
스타벅스 강남역점,146288,아메리카노,카페
버거킹 강남점,135945,영화 관람,식비
G마켓,48323,주유,쇼핑
버거킹 강남점,104787,주유,식비
T맵택시,118662,식재료 구매,교통
BBQ치킨 역삼점,147603,치킨 세트,식비
GS칼텍스 강남대로점,38811,치킨 세트,교통
올리브영 강남점,92109,식재료 구매,쇼핑
투썸플레이스 홍대점,20035,생활용품 구매,카페
배민1,96575,편의점 간식,식비
미스터피자 홍대점,145857,점심 식사,식비
카카오택시,18978,점심 식사,교통
던킨도너츠 강남역,132181,점심 식사,카페
11번가,88697,편의점 간식,쇼핑
GS칼텍스 강남대로점,58527,주말 장보기,교통
11번가,86566,택시요금,쇼핑
메가박스 강남,139817,카페라떼,여가/취미
투썸플레이스 홍대점,75720,영화 관람,카페
현대백화점 무역센터점,33135,치킨 세트,쇼핑
홈플러스 강서점,5342,영화 관람,마트
설빙 신촌점,15508,아메리카노,카페
설빙 신촌점,107324,도서 구매,카페
스타벅스 강남역점,4581,스낵 구입,카페
하이패스,66623,영화 관람,교통
하이패스,124251,점심 식사,교통
G마켓,77593,치킨 세트,쇼핑
T맵택시,75826,치킨 세트,교통
카페베네 종로점,112150,지하철 요금,카페
ABC마트 강남점,105498,점심 식사,쇼핑
카카오택시,117874,도서 구매,교통
홈플러스 강서점,85296,주말 장보기,마트
파파존스 강남점,73532,택시요금,식비
코스트코 양재점,6003,도서 구매,마트
CGV 압구정,101084,식재료 구매,여가/취미
다이소 신촌점,61258,저녁 배달,생활
교촌치킨 서초점,106353,영화 관람,식비
세븐일레븐 홍대점,29773,점심 식사,편의점
홈플러스 강서점,74391,지하철 요금,마트
파파존스 강남점,100345,주말 장보기,식비
배민1,3746,도서 구매,식비
배민1,122309,지하철 요금,식비
롯데시네마 월드타워,87083,점심 식사,여가/취미
현대백화점 무역센터점,74349,카페라떼,쇼핑
미스터피자 홍대점,105875,치킨 세트,식비
하이패스,147896,화장품 구매,교통
홈플러스 강서점,3562,점심 식사,마트
미스터피자 홍대점,100248,옷 구매,식비
롯데백화점 본점,68438,화장품 구매,쇼핑
GS25 강남역점,48556,카페라떼,편의점
롯데백화점 본점,32725,스낵 구입,쇼핑
요기요,49067,티켓 구매,식비
하이패스,53660,아메리카노,교통
메가커피 신촌점,90633,저녁 배달,카페
하이패스,69179,주말 장보기,교통
11번가,62213,치킨 세트,쇼핑
배민1,132219,편의점 간식,식비
bhc치킨 대치점,143238,스낵 구입,식비
올리브영 강남점,78828,택시요금,쇼핑
배민1,67878,도서 구매,식비
카카오택시,148576,생활용품 구매,교통
미스터피자 홍대점,29363,저녁 배달,식비
요기요,120235,생활용품 구매,식비
던킨도너츠 강남역,95420,생활용품 구매,카페
서울교통공사,46121,화장품 구매,교통
스타벅스 강남역점,134994,아메리카노,카페
ABC마트 강남점,5634,생활용품 구매,쇼핑
T맵택시,49673,화장품 구매,교통
맘스터치 사당점,125494,아메리카노,식비
파파존스 강남점,43392,티켓 구매,식비
카페베네 종로점,131279,지하철 요금,카페
쿠팡,109980,화장품 구매,쇼핑
홈플러스 강서점,90865,도서 구매,마트
스타벅스 강남역점,8597,주유,카페
T맵택시,128726,티켓 구매,교통
교보문고 광화문점,62405,택시요금,여가/취미
롯데시네마 월드타워,37102,점심 식사,여가/취미
맥도날드 신림점,24032,주말 장보기,식비
알라딘 중고서점 홍대,60181,생활용품 구매,여가/취미
카페베네 종로점,128999,생활용품 구매,카페
쿠팡,39012,저녁 배달,쇼핑
YES24,88359,식재료 구매,여가/취미
G마켓,66567,화장품 구매,쇼핑
맘스터치 사당점,149932,주유,식비
홈플러스 강서점,77160,영화 관람,마트
BBQ치킨 역삼점,30082,옷 구매,식비
교보문고 광화문점,57598,지하철 요금,여가/취미
알라딘 중고서점 홍대,128083,편의점 간식,여가/취미
BBQ치킨 역삼점,27363,주유,식비
G마켓,83312,아메리카노,쇼핑
BBQ치킨 역삼점,93075,아메리카노,식비
현대백화점 무역센터점,113776,식재료 구매,쇼핑
CGV 압구정,36194,주말 장보기,여가/취미
홈플러스 강서점,34505,화장품 구매,마트
쿠팡이츠,114606,택시요금,식비
교보문고 광화문점,40871,식재료 구매,여가/취미
롯데시네마 월드타워,131238,식재료 구매,여가/취미
투썸플레이스 홍대점,58901,아메리카노,카페
카카오택시,70964,식재료 구매,교통
BBQ치킨 역삼점,74519,치킨 세트,식비
버거킹 강남점,45539,주말 장보기,식비
11번가,15559,옷 구매,쇼핑
던킨도너츠 강남역,133286,편의점 간식,카페
bhc치킨 대치점,20080,화장품 구매,식비
버거킹 강남점,110359,생활용품 구매,식비
투썸플레이스 홍대점,146936,저녁 배달,카페
버거킹 강남점,91591,택시요금,식비
미스터피자 홍대점,142054,옷 구매,식비
서울교통공사,55611,생활용품 구매,교통
하나로마트 양재,62778,택시요금,마트
맥도날드 신림점,54587,스낵 구입,식비
다이소 신촌점,53929,식재료 구매,생활
올리브영 강남점,27226,주유,쇼핑
ABC마트 강남점,25979,티켓 구매,쇼핑
11번가,106023,치킨 세트,쇼핑
알라딘 중고서점 홍대,148591,화장품 구매,여가/취미
이마트 용산점,80500,아메리카노,마트
하이패스,137752,아메리카노,교통
GS25 강남역점,67979,저녁 배달,편의점
ABC마트 강남점,95547,옷 구매,쇼핑
BBQ치킨 역삼점,111178,티켓 구매,식비
메가커피 신촌점,117802,편의점 간식,카페
메가박스 강남,27742,지하철 요금,여가/취미
맥도날드 신림점,46245,화장품 구매,식비
알라딘 중고서점 홍대,68600,지하철 요금,여가/취미
카카오택시,54866,도서 구매,교통
요기요,104459,저녁 배달,식비
YES24,66555,티켓 구매,여가/취미
이마트 용산점,137544,티켓 구매,마트
롯데백화점 본점,81846,생활용품 구매,쇼핑
설빙 신촌점,88292,편의점 간식,카페
배민1,82175,스낵 구입,식비
맥도날드 신림점,115049,택시요금,식비
배민1,104429,편의점 간식,식비
메가커피 신촌점,147381,카페라떼,카페
알라딘 중고서점 홍대,56521,편의점 간식,여가/취미
현대백화점 무역센터점,24353,스낵 구입,쇼핑
미스터피자 홍대점,39640,식재료 구매,식비
올리브영 강남점,65986,식재료 구매,쇼핑
알라딘 중고서점 홍대,33247,스낵 구입,여가/취미
쿠팡,113421,주말 장보기,쇼핑
카카오택시,66883,식재료 구매,교통
G마켓,91822,카페라떼,쇼핑
스타벅스 강남역점,43896,편의점 간식,카페
YES24,26381,스낵 구입,여가/취미
배민1,38889,티켓 구매,식비
맥도날드 신림점,142760,택시요금,식비
YES24,13411,편의점 간식,여가/취미
올리브영 강남점,11508,생활용품 구매,쇼핑
롯데시네마 월드타워,73761,스낵 구입,여가/취미
스타벅스 강남역점,6255,점심 식사,카페
이디야커피 잠실점,15428,생활용품 구매,카페
GS25 강남역점,73011,점심 식사,편의점
하나로마트 양재,149818,주말 장보기,마트
교보문고 광화문점,146552,영화 관람,여가/취미
이마트 용산점,77167,아메리카노,마트
배민1,66743,도서 구매,식비
버거킹 강남점,35869,점심 식사,식비
다이소 신촌점,2630,택시요금,생활
11번가,3653,점심 식사,쇼핑
쿠팡이츠,3304,영화 관람,식비
배민1,127443,영화 관람,식비
스타벅스 강남역점,14141,아메리카노,카페
맥도날드 신림점,11326,옷 구매,식비
롯데시네마 월드타워,122200,카페라떼,여가/취미
설빙 신촌점,1489,카페라떼,카페
카카오택시,24234,티켓 구매,교통
하이패스,146820,영화 관람,교통
하나로마트 양재,135937,편의점 간식,마트
요기요,54317,생활용품 구매,식비
BBQ치킨 역삼점,21658,주유,식비
메가박스 강남,75849,생활용품 구매,여가/취미
메가박스 강남,22269,치킨 세트,여가/취미
하이패스,4991,택시요금,교통
SK주유소 방배점,144329,생활용품 구매,교통
올리브영 강남점,47810,도서 구매,쇼핑
요기요,3008,아메리카노,식비
CGV 압구정,57742,옷 구매,여가/취미
서울교통공사,50375,영화 관람,교통
GS25 강남역점,67588,점심 식사,편의점
하나로마트 양재,85228,점심 식사,마트
맘스터치 사당점,110664,생활용품 구매,식비
하나로마트 양재,82275,식재료 구매,마트
요기요,24231,편의점 간식,식비
쿠팡이츠,132971,택시요금,식비
맘스터치 사당점,144136,저녁 배달,식비
파파존스 강남점,14784,택시요금,식비
이마트 용산점,115752,점심 식사,마트
CGV 압구정,124765,생활용품 구매,여가/취미
롯데시네마 월드타워,29294,도서 구매,여가/취미
메가커피 신촌점,40731,영화 관람,카페
T맵택시,99946,주유,교통
버거킹 강남점,118823,스낵 구입,식비
요기요,137367,화장품 구매,식비
쿠팡,26801,택시요금,쇼핑
CU 신림점,70359,생활용품 구매,편의점
G마켓,103454,스낵 구입,쇼핑
이마트 용산점,97365,치킨 세트,마트
카페베네 종로점,88152,치킨 세트,카페
11번가,6856,화장품 구매,쇼핑
G마켓,124429,주말 장보기,쇼핑
이디야커피 잠실점,35373,영화 관람,카페
T맵택시,122011,편의점 간식,교통
BBQ치킨 역삼점,98543,주말 장보기,식비
서울교통공사,8895,영화 관람,교통
이디야커피 잠실점,97624,옷 구매,카페
이마트 용산점,125028,주말 장보기,마트
교보문고 광화문점,118199,편의점 간식,여가/취미
ABC마트 강남점,146803,지하철 요금,쇼핑
YES24,101840,카페라떼,여가/취미
투썸플레이스 홍대점,148844,식재료 구매,카페
GS25 강남역점,48164,주말 장보기,편의점
올리브영 강남점,87593,옷 구매,쇼핑
서울교통공사,19719,지하철 요금,교통
T맵택시,29169,아메리카노,교통
알라딘 중고서점 홍대,63119,아메리카노,여가/취미
GS25 강남역점,106170,편의점 간식,편의점
G마켓,7997,화장품 구매,쇼핑
YES24,122984,생활용품 구매,여가/취미
코스트코 양재점,79899,점심 식사,마트
YES24,62689,점심 식사,여가/취미
올리브영 강남점,39569,영화 관람,쇼핑
GS25 강남역점,117648,치킨 세트,편의점
쿠팡이츠,22537,지하철 요금,식비
GS25 강남역점,5354,점심 식사,편의점
CU 신림점,130010,티켓 구매,편의점
세븐일레븐 홍대점,55122,아메리카노,편의점
하이패스,52122,아메리카노,교통
하나로마트 양재,139676,편의점 간식,마트
설빙 신촌점,33485,택시요금,카페
메가커피 신촌점,138811,영화 관람,카페
미스터피자 홍대점,50261,주유,식비
투썸플레이스 홍대점,75753,저녁 배달,카페
CU 신림점,131650,저녁 배달,편의점
알라딘 중고서점 홍대,39866,아메리카노,여가/취미
요기요,112664,카페라떼,식비
카페베네 종로점,67964,주말 장보기,카페
버거킹 강남점,128804,치킨 세트,식비
현대백화점 무역센터점,24400,아메리카노,쇼핑
쿠팡,52560,아메리카노,쇼핑
세븐일레븐 홍대점,103923,편의점 간식,편의점
투썸플레이스 홍대점,46078,주말 장보기,카페
BBQ치킨 역삼점,126269,식재료 구매,식비
카페베네 종로점,106003,저녁 배달,카페
파파존스 강남점,112167,티켓 구매,식비
세븐일레븐 홍대점,58831,점심 식사,편의점
YES24,93535,영화 관람,여가/취미
서울교통공사,95108,주유,교통
올리브영 강남점,20907,저녁 배달,쇼핑
파파존스 강남점,23903,식재료 구매,식비
투썸플레이스 홍대점,128545,점심 식사,카페
bhc치킨 대치점,120529,생활용품 구매,식비
서울교통공사,148570,영화 관람,교통
하이패스,4797,치킨 세트,교통
홈플러스 강서점,52732,점심 식사,마트
하이패스,73033,도서 구매,교통
홈플러스 강서점,145861,식재료 구매,마트
이마트 용산점,57269,스낵 구입,마트
이마트 용산점,13785,티켓 구매,마트
CGV 압구정,128746,스낵 구입,여가/취미
메가박스 강남,117337,화장품 구매,여가/취미
롯데시네마 월드타워,30493,치킨 세트,여가/취미
버거킹 강남점,59030,점심 식사,식비
CGV 압구정,79221,도서 구매,여가/취미
서울교통공사,66550,주유,교통
GS칼텍스 강남대로점,21800,화장품 구매,교통
